aes,wmo,REP_DATE,temp,td,rh,ws,wg,wdir,pres,vis,precip,rndays,sog,ffmc,dmc,dc,bui,isi,fwi,dsr,opts,calcstatus,Station,Distance,name,lon,lat,elev,ACQ_DATE,ATTK_DATE,CAUSE,CFS_ECOZ,CFS_NOTE1,CFS_NOTE2,CFS_REF_ID,DECADE,ECODISTRIC,ECOREGION,ECOZONE,FIRENAME,FIRE_ID,FIRE_TYPE,LATITUDE,LONGITUDE,MORE_INFO,OUT_DATE,PROTZONE,SIZE_HA,SRC_AGENCY,SRC_AGY2,fire_label,Month,Year
1148705,71401,6/2/19,30.4,6.1,22,11.8,25.8,185,1006.8,23.6,0,2,0,94.6,51.2,211.2,63.8,14.8,32.9,13.2,                          M=1:          ,1,CXWF,35.1987065,WARFIELD+RCS,-117.733,49.117,567,5/5/20,,L,14, , ,BC-2019-2019-N60454,2010-2019,1011,211,14, ,2019-N60454,Fire,49.0239,-118.4952, ,, ,0.4,BC,BC,1,6,2019
3075488,71246,6/2/19,18.4,0.2,29,13.2,23.8,254,1006.6,23.5,15.7,0,0,66.7,27.9,98.5,32.7,1.1,2.1,0.1,                          M=1:          ,1,CWRD,61.06282469,RED+EARTH,-115.283,56.55,546,6/1/20,,L,9, , ,AB-2019-SWF086,2010-2019,608,142,9, ,SWF086,Wildfire,56.346767,-113.73225, ,, ,0.67,AB,AB,1,6,2019
3030830,71341,6/2/19,26,6.1,28,19,20.18641026,209,1007.3,17.2,0,2,0,92.1,20.8,237.8,34.2,15,24.6,7.9,                          M=1:          ,1,CXBR,14.95656421,BROCKET+AGDM,-113.817,49.617,1073,6/1/20,,L,14, , ,AB-2019-CWF043,2010-2019,1018,214,14, ,CWF043,Wildfire,49.825,-113.909167, ,, ,1,AB,AB,1,6,2019
3075488,71246,6/2/19,18.4,0.2,29,13.2,23.8,254,1006.6,23.5,15.7,0,0,66.7,27.9,98.5,32.7,1.1,2.1,0.1,                          M=1:          ,1,CWRD,70.44165775,RED+EARTH,-115.283,56.55,546,6/1/20,,L,9, , ,AB-2019-SWF093,2010-2019,608,142,9, ,SWF093,Wildfire,56.838545,-113.508547, ,, ,142.7,AB,AB,1,6,2019
3065995,71369,6/2/19,16,5,48.3,11.1,11.1,340,1008.4,14.5,1,0,0,84,77,340.3,98.4,3.2,13.8,2.8,                          M=1:          ,1,CYZH,35.24555806,SLAVE+LAKE,-114.783,55.3,583,6/1/20,,L,9, , ,AB-2019-SWF087,2010-2019,619,145,9, ,SWF087,Wildfire,55.121883,-115.617833, ,, ,0.25,AB,AB,1,6,2019
3073730,71542,6/2/19,18.1,0.8,31,29.4,20.18641026,260,1004.07,18.1,6.4,0,0,75.8,63.1,344.9,86.6,3.5,13.8,2.9,                          M=1:          ,1,CPLC,11.76615652,LA+CRETE+AGCM,-116.35,58.167,323,6/1/20,,L,9, , ,AB-2019-HWF071,2010-2019,607,142,9, ,HWF071,Wildfire,58.006307,-116.454817, ,, ,0.26,AB,AB,1,6,2019
1126146,71889,6/2/19,28,9,30.3,16.7,16.7,20,1005.9,24.1,0,1,0,93.4,78,511,112.9,16,45.1,23,                          M=1:          ,1,CYYF,29.531274,PENTICTON+A,-119.6,49.467,344,5/5/20,,L,14, , ,BC-2019-2019-N60462,2010-2019,1008,209,14, ,2019-N60462,Fire,49.3675,-118.963, ,, ,0.1,BC,BC,1,6,2019
3075488,71246,6/2/19,18.4,0.2,29,13.2,23.8,254,1006.6,23.5,15.7,0,0,66.7,27.9,98.5,32.7,1.1,2.1,0.1,                          M=1:          ,1,CWRD,54.45127933,RED+EARTH,-115.283,56.55,546,6/1/20,,L,9, , ,AB-2019-SWF089,2010-2019,608,142,9, ,SWF089,Wildfire,56.629267,-113.863933, ,, ,0.01,AB,AB,1,6,2019
3026KNQ,71248,6/2/19,18.8,8.4,51,10.4,18.8,45,1009.9,15.7,0,3,0,89.4,30.9,96.1,34.3,6.7,13.5,2.7,                          M=1:          ,1,CWAV,26.07579526,SUNDRE+A,-114.683,51.783,1114,6/1/20,,L,9, , ,AB-2019-RWF028,2010-2019,628,145,9, ,RWF028,Wildfire,51.75535,-115.289283, ,, ,6.08,AB,AB,1,6,2019
3075488,71246,6/2/19,18.4,0.2,29,13.2,23.8,254,1006.6,23.5,15.7,0,0,66.7,27.9,98.5,32.7,1.1,2.1,0.1,                          M=1:          ,1,CWRD,26.21250569,RED+EARTH,-115.283,56.55,546,6/1/20,,L,9, , ,AB-2019-SWF088,2010-2019,604,139,9, ,SWF088,Wildfire,56.7348,-114.682783, ,, ,0.01,AB,AB,1,6,2019
3075488,71246,6/2/19,18.4,0.2,29,13.2,23.8,254,1006.6,23.5,15.7,0,0,66.7,27.9,98.5,32.7,1.1,2.1,0.1,                          M=1:          ,1,CWRD,67.04708075,RED+EARTH,-115.283,56.55,546,6/1/20,,L,9, , ,AB-2019-SWF091,2010-2019,608,142,9, ,SWF091,Wildfire,56.5764,-113.5286, ,, ,0.01,AB,AB,1,6,2019
3073071,71507,6/2/19,17.5,0.3,31,13.5,20.18641026,231,1006.07,30.5,1.4,0,0,85.5,97.9,154.8,97.4,4.4,17.5,4.3,                          M=1:          ,1,CPHW,16.94466461,HAWK+HILLS+AGCM,-117.3,57.267,455,6/1/20,,L,9, , ,AB-2019-PWF072,2010-2019,589,138,9, ,PWF072,Wildfire,57.491333,-117.118283, ,, ,0.1,AB,AB,1,6,2019
3075488,71246,6/2/19,18.4,0.2,29,13.2,23.8,254,1006.6,23.5,15.7,0,0,66.7,27.9,98.5,32.7,1.1,2.1,0.1,                          M=1:          ,1,CWRD,20.78262044,RED+EARTH,-115.283,56.55,546,6/1/20,,L,9, , ,AB-2019-SWF096,2010-2019,612,139,9, ,SWF096,Wildfire,56.253017,-115.364167, ,, ,0.01,AB,AB,1,6,2019
3075488,71246,6/2/19,18.4,0.2,29,13.2,23.8,254,1006.6,23.5,15.7,0,0,66.7,27.9,98.5,32.7,1.1,2.1,0.1,                          M=1:          ,1,CWRD,50.94311687,RED+EARTH,-115.283,56.55,546,6/1/20,,L,9, , ,AB-2019-SWF094,2010-2019,607,142,9, ,SWF094,Wildfire,57.282167,-115.141833, ,, ,0.98,AB,AB,1,6,2019
3062660,71483,6/2/19,18.5,1.5,33.8,9.7,20.18641026,296,1007.92,17.5,0.25,0,0,90,63.1,119.6,62.9,7,19.4,5.2,           IDW=T:RH:WSD:R:M=1:          ,1,CPFB,31.83156753,FORT+ASSINIBOINE+AGCM,-114.767,54.417,676,6/1/20,,L,9, , ,AB-2019-WWF037,2010-2019,620,145,9, ,WWF037,Wildfire,54.726203,-115.353677, ,, ,0.01,AB,AB,1,6,2019
3056214,71154,6/2/19,24.3,6,31,22.2,33.9,218,1007.36,21.7,0,2,0,91.2,18.2,39.7,18.2,15.6,18.8,4.9,                          M=1:          ,1,CWGM,5.742759076,WATERTON+PARK+GATE,-113.817,49.133,1289,4/22/20,,,14, , ,PC-WL-2019-2019WL1, ,1018,214,14,Burn Pit,2019WL1, ,49.0692,-113.8981, ,,Monitored Response,0.1,PC-WL,PC,1,6,2019
1096453,71302,6/3/19,14,3.3,49,8.9,18.3,250,1013.1,14.5,4,0,0,66.4,41.5,144.7,48.3,0.9,2.3,0.1,                          M=1:          ,1,CVXS,65.09471292,PRINCE+GEORGE+AIRPORT+AUTO,-122.667,53.883,680,5/5/20,,L,14, , ,BC-2019-2019-G10474,2010-2019,1013,213,14, ,2019-G10474,Fire,53.7141,-121.1029, ,, ,0.009,BC,BC,1,6,2019
3081690,71414,6/3/19,17.1,11,67,6.6,20.18641026,3,1003.45,4.3,0.9,0,0,82.6,55.9,96.4,55.7,2.1,6.9,0.8,                  IDW=WSD:M=1:          ,1,CPDU,11.20726757,DUPRE+AGCM,-110.867,54.367,556,6/1/20,,,9, , ,AB-2019-LMD001,2010-2019,680,149,9, ,LMD001,Mutual Aid,54.223912,-110.99699, ,, ,94.3,AB,AB,1,6,2019
3075488,71246,6/3/19,17.3,8.1,55,12.5,22.8,228,1005.3,32.7,1.4,0,0,75,30.1,105,35.1,1.4,3.3,0.2,                          M=1:          ,1,CWRD,43.70242627,RED+EARTH,-115.283,56.55,546,6/1/20,,L,9, , ,AB-2019-SWF097,2010-2019,607,142,9, ,SWF097,Wildfire,57.17625,-115.133367, ,, ,0.2,AB,AB,1,6,2019
50309J6,71442,6/4/19,21.3,11.9,55.2,13,22.7,330,1005.9,20.9,0,1,0,78.9,29.6,166.5,41,2,5.1,0.5,                          M=1:          ,1,CWSZ,49.47437694,FISHER+BRANCH+AUT,-97.55,51.083,253,1/16/20,,L,9, , ,MB-2019-MB2019CE058,2010-2019,677,148,9, ,MB2019CE058, ,51.628889,-96.810833,ZONE: R; RESPONSE: FUL,6/5/19 0:00, ,0.1,MB,MB,1,6,2019
5012469,71553,6/4/19,19.1,11.4,61.2,25.9,35.6,340,1008.6,16.7,2.1,0,0,78.6,82.7,351.2,104.1,3.6,15.7,3.5,                          M=1:          ,1,CWXB,24.55721886,ROBLIN,-101.367,51.183,540,1/16/20,,L,9, , ,MB-2019-MB2019WE003,2010-2019,715,139,9, ,MB2019WE003, ,51.433056,-100.964444,ZONE: R; RESPONSE: FUL,6/7/19 0:00, ,0.2,MB,MB,1,6,2019
1160H99,71883,6/4/19,16.4,4.3,45,10.7,20.5,90,1015.4,28.5,0,1,0,89.5,85.7,237.3,90.1,6.8,23,7,                          M=1:          ,1,CWSV,47.93971493,BLUE+RIVER+CS,-119.283,52.133,683,5/5/20,,L,14, , ,BC-2019-2019-K20486,2010-2019,985,205,14, ,2019-K20486,Fire,52.3995,-120.3263, ,, ,41,BC,BC,1,6,2019
3075488,71246,6/4/19,15.7,3.7,45,10.2,18.1,260,1010.8,29.2,1.8,0,0,75.8,30.4,111.2,36.1,1.3,3.1,0.2,                          M=1:          ,1,CWRD,22.0933639,RED+EARTH,-115.283,56.55,546,6/1/20,,L,9, , ,AB-2019-SWF098,2010-2019,607,142,9, ,SWF098,Wildfire,56.269217,-115.0087, ,, ,0.2,AB,AB,1,6,2019
3072723,71024,6/4/19,9.3,6.1,81,9.1,17.9,265,1010.8,14.4,0,1,0,79.5,42.8,75.7,42.6,1.7,4.6,0.4,                          M=1:          ,1,CXFV,24.43524715,FORT+VERMILION,-116.033,58.383,289,6/1/20,,L,9, , ,AB-2019-HWF072,2010-2019,586,138,9, ,HWF072,Wildfire,58.73355,-116.113167, ,, ,2.5,AB,AB,1,6,2019
1145297,71216,6/4/19,23.5,3,26,4.1,10.5,270,1013,25,0,9,0,94.5,62.1,201.7,70.2,9.9,26.2,8.8,                          M=1:          ,1,CWNP,7.779865929,NAKUSP+CS,-117.817,50.267,512,5/5/20,,L,14, , ,BC-2019-2019-N50476,2010-2019,990,205,14, ,2019-N50476,Fire,50.2293,-117.9824, ,, ,0.3,BC,BC,1,6,2019
3075488,71246,6/5/19,13.4,2.8,49,9.9,18.4,317,1013.1,23.6,6.3,0,0,57.7,19.7,106.9,27,0.6,0.6,0,                          M=1:          ,1,CWRD,24.94038519,RED+EARTH,-115.283,56.55,546,6/1/20,,L,9, , ,AB-2019-SWF099,2010-2019,609,142,9, ,SWF099,Wildfire,56.277245,-114.857855, ,, ,1.4,AB,AB,1,6,2019
6040325,71841,6/6/19,23.5,4.2,28,20,39.9,302,1009.7,21.5,0.1,0,0,91.8,15.7,29,15.5,15.1,17.1,4.1,                          M=1:          ,1,CWYW,23.82329999,ARMSTRONG+AUT,-88.9,50.3,323,4/3/20,,L,, , ,ON-2019-THU7,2010-2019,386,94,6, ,THU7, ,50.5585,-88.5431, ,6/14/19 0:00, ,31.20000076,ON,ON,1,6,2019
5031201,71570,6/7/19,29.6,10.7,31,17.4,20.18641026,173,1004.3,21.6,0,1,0,92.4,49.5,198.9,61.1,14.6,31.8,12.4,                   IDW=WS:M=1:          ,1,CPGF,29.77292389,GREAT+FALLS+CLIMATE,-95.983,50.517,253,1/16/20,,L,, , ,MB-2019-MB2019EA026,2010-2019,371,90,6, ,MB2019EA026, ,50.917778,-95.734444,ZONE: R; RESPONSE: FUL,6/9/19 0:00, ,0.1,MB,MB,1,6,2019
3073730,71542,6/7/19,10.5,-2,42,18.7,20.18641026,332,1017.43,17.3,0.3,0,0,86.6,63.7,372.4,89.2,6.8,22.7,6.9,                          M=1:          ,1,CPLC,24.93188231,LA+CRETE+AGCM,-116.35,58.167,323,6/1/20,,L,9, , ,AB-2019-HWF073,2010-2019,587,138,9, ,HWF073,Wildfire,58.263717,-117.007583, ,, ,0.05,AB,AB,1,6,2019
1021830,71893,6/7/19,16,5,48.3,11.1,11.1,20,1017.4,32.2,0.01,1,0,87,65.9,264.7,81.2,4.9,17.1,4.1,                          M=1:          ,1,CYQQ,35.6613384,COMOX+A,-124.9,49.717,26,5/5/20,,L,13, , ,BC-2019-2019-V50493,2010-2019,949,192,13, ,2019-V50493,Fire,50.2239,-125.0494, ,, ,17.3,BC,BC,1,6,2019
6016975,71854,6/7/19,24.4,12.6,47.8,20.4,31.5,140,1008.4,24,0,1,0,88.4,32.6,152.1,42.5,9.5,19.8,5.4,                    IDW=R:M=1:          ,1,CYRL,75.19542292,RED+LAKE+A,-93.8,51.067,386,4/3/20,,L,, , ,ON-2019-RED18,2010-2019,371,90,6, ,RED18, ,52.1544,-93.8397, ,6/7/19 0:00, ,0.100000001,ON,ON,1,6,2019
3075488,71246,6/7/19,11.6,-0.9,42,17.3,30.1,343,1014.9,20,0,1,0,84,23.7,117.9,31.5,4.4,9.2,1.4,                          M=1:          ,1,CWRD,7.204245067,RED+EARTH,-115.283,56.55,546,6/1/20,,L,9, , ,AB-2019-SWF100,2010-2019,607,142,9, ,SWF100,Wildfire,56.530213,-115.468027, ,, ,2.2,AB,AB,1,6,2019
5030203,71158,6/8/19,15.8,8.8,63.4,7.4,13.5,320,1007.3,19,1.8,0,0,58.5,24.3,110.8,31.4,0.5,0.7,0,                          M=1:          ,1,CWCF,62.47503779,BERENS+RIVER+CS,-97.017,52.367,222,1/16/20,,L,, , ,MB-2019-MB2019EA030,2010-2019,371,90,6, ,MB2019EA030, ,51.848333,-95.815278,ZONE: G; RESPONSE: FUL,6/15/19 0:00, ,5.6,MB,MB,1,6,2019
3074190,71229,6/8/19,10,-2.6,41,17.6,20.18641026,343,1020.16,23.5,0,3,0,87.1,100.2,498.9,133.4,6.9,27.6,9.6,                          M=1:          ,1,CXMG,5.634882292,MANNING+AGDM,-117.45,56.967,457,6/1/20,,,9, , ,AB-2019-PCU002,2010-2019,588,138,9, ,PCU002,Mutual Aid,56.941567,-117.591583, ,, ,0.2,AB,AB,1,6,2019
3073071,71507,6/8/19,9.2,-1.8,46,12.5,20.18641026,358,1020.01,22.7,0,3,0,85.4,57.6,180.2,64,4.2,13.3,2.7,                          M=1:          ,1,CPHW,10.70887633,HAWK+HILLS+AGCM,-117.3,57.267,455,6/1/20,,L,9, , ,AB-2019-PWF074,2010-2019,589,138,9, ,PWF074,Wildfire,57.262233,-117.014517, ,, ,0.3,AB,AB,1,6,2019
5030203,71158,6/8/19,15.8,8.8,63.4,7.4,13.5,320,1007.3,19,1.8,0,0,58.5,24.3,110.8,31.4,0.5,0.7,0,                          M=1:          ,1,CWCF,61.67529235,BERENS+RIVER+CS,-97.017,52.367,222,1/16/20,,L,, , ,MB-2019-MB2019EA031,2010-2019,371,90,6, ,MB2019EA031, ,51.849722,-95.836667,ZONE: G; RESPONSE: FUL,6/15/19 0:00, ,20.5,MB,MB,1,6,2019
50309J6,71442,6/8/19,22.4,9.4,44.6,7,20.18641026,339,1007.98,21.3,6.87,0,0,67.9,27.5,183.7,40,0.8,1.7,0.1,           IDW=T:RH:WSD:R:M=1:          ,1,CWSZ,55.77916006,FISHER+BRANCH+AUT,-97.55,51.083,253,1/16/20,,L,, , ,MB-2019-MB2019EA029,2010-2019,370,90,6, ,MB2019EA029, ,51.565,-96.517222,ZONE: R; RESPONSE: FUL,6/12/19 0:00, ,4.1,MB,MB,1,6,2019
50309J6,71442,6/8/19,22.4,9.4,44.6,7,20.18641026,339,1007.98,21.3,6.87,0,0,67.9,27.5,183.7,40,0.8,1.7,0.1,           IDW=T:RH:WSD:R:M=1:          ,1,CWSZ,53.815042,FISHER+BRANCH+AUT,-97.55,51.083,253,1/16/20,,L,, , ,MB-2019-MB2019EA027,2010-2019,370,90,6, ,MB2019EA027, ,51.514444,-96.516389,ZONE: R; RESPONSE: FUL,6/22/19 0:00, ,237,MB,MB,1,6,2019
50309J6,71442,6/8/19,22.4,9.4,44.6,7,20.18641026,339,1007.98,21.3,6.87,0,0,67.9,27.5,183.7,40,0.8,1.7,0.1,           IDW=T:RH:WSD:R:M=1:          ,1,CWSZ,56.15671419,FISHER+BRANCH+AUT,-97.55,51.083,253,1/16/20,,L,, , ,MB-2019-MB2019EA028,2010-2019,370,90,6, ,MB2019EA028, ,51.557778,-96.498056,ZONE: R; RESPONSE: FUL,6/11/19 0:00, ,0.1,MB,MB,1,6,2019
6016975,71854,6/8/19,25,17.1,61.6,16.7,16.7,220,1006.7,24,7.77,0,0,68.8,19.9,145.4,29.6,1.4,2.7,0.2,                    IDW=R:M=1:          ,1,CYRL,84.10180043,RED+LAKE+A,-93.8,51.067,386,4/3/20,,L,, , ,ON-2019-RED22,2010-2019,373,90,6, ,RED22, ,52.1366,-94.7307, ,6/19/19 0:00, ,4.800000191,ON,ON,1,6,2019
6016975,71854,6/8/19,25,17.1,61.6,16.7,16.7,220,1006.7,24,7.77,0,0,68.8,19.9,145.4,29.6,1.4,2.7,0.2,                    IDW=R:M=1:          ,1,CYRL,24.85566848,RED+LAKE+A,-93.8,51.067,386,4/3/20,,L,, , ,ON-2019-RED20,2010-2019,372,90,6, ,RED20, ,50.7559,-94.0852, ,7/2/19 0:00, ,0.100000001,ON,ON,1,6,2019
1125073,71557,6/8/19,16.7,3.5,41,22.8,33.3,202,1022.77,29.3,4.6,0,0,73.5,43.5,233.5,59.4,2.2,7.5,1,                          M=1:          ,1,CVME,11.78157789,MERRITT,-120.783,50.117,591,5/5/20,,L,14, , ,BC-2019-2019-K60503,2010-2019,1006,209,14, ,2019-K60503,Fire,49.9492,-120.7364, ,, ,0.009,BC,BC,1,6,2019
3075488,71246,6/9/19,14.4,-4.7,26,12.4,22.9,310,1022.3,24.3,1.7,0,0,81.6,26.5,128.8,35,2.5,6,0.6,                          M=1:          ,1,CWRD,61.79448539,RED+EARTH,-115.283,56.55,546,6/1/20,,L,9, , ,AB-2019-SWF102,2010-2019,609,142,9, ,SWF102,Wildfire,56.336673,-113.717212, ,, ,195,AB,AB,1,6,2019
3073730,71542,6/9/19,16.1,-4.2,24,14.9,20.18641026,299,1020.71,25.3,0,2,0,90.8,69.3,384.1,95.6,10.2,31.3,12.1,                          M=1:          ,1,CPLC,67.18566902,LA+CRETE+AGCM,-116.35,58.167,323,6/1/20,,L,9, , ,AB-2019-HWF075,2010-2019,607,142,9, ,HWF075,Wildfire,57.667374,-114.785769, ,, ,18,AB,AB,1,6,2019
5030203,71158,6/10/19,13.2,2.8,49.6,9.3,20.18641026,270,1019.5,18.8,0.3,0,0,81,26.9,122.6,34.8,2,4.7,0.4,                          M=1:          ,1,CWCF,50.52944333,BERENS+RIVER+CS,-97.017,52.367,222,1/16/20,,L,, , ,MB-2019-MB2019EA032,2010-2019,371,90,6, ,MB2019EA032, ,51.866111,-96.1525,ZONE: R; RESPONSE: FUL,6/15/19 0:00, ,1.6,MB,MB,1,6,2019
6016525,71835,6/10/19,13.3,3,50,16.7,20.18641026,330,1015.9,20.5,2.9,0,0,70.6,35.5,101.6,37.9,1.5,3.6,0.3,                          M=1:          ,1,CWPL,32.85021402,PICKLE+LAKE+AUT,-90.217,51.45,391,4/3/20,,L,, , ,ON-2019-SLK9,2010-2019,372,90,6, ,SLK9, ,50.9752,-90.1859, ,6/17/19 0:00, ,7.800000191,ON,ON,1,6,2019
2100LRP,71966,6/10/19,21.2,2.3,29,11.2,16.9,221,1016.8,32.2,0.3,0,0,92.2,72.7,280.1,88.2,10.2,30.1,11.3,                          M=1:          ,1,CWON,50.32862957,DAWSON,-139.133,64.067,370,5/12/20,,L,12, , ,YT-2019-2019DA014,2010-2019,881,172,12, ,2019DA014, ,63.3405,-139.1058333,Tender Root Creek,,Wilderness FMZ,0.01,YT,YT,1,6,2019
6037776,71842,6/11/19,14,9.7,75.5,14.8,20.18641026,210,1015.8,24,1.9,0,0,60.5,8.4,123,14.4,0.9,0.7,0,                          M=1:          ,1,CYXL,43.644863,SIOUX+LOOKOUT+A,-91.9,50.117,383,4/3/20,,L,, , ,ON-2019-DRY8,2010-2019,388,94,6, ,DRY8, ,50.0437,-90.9253, ,6/22/19 0:00, ,0.300000012,ON,ON,1,6,2019
6034073,71151,6/11/19,14.5,9.8,73.6,9.3,20.18641026,290,1016.4,30,0.5,0,0,73.2,16.4,34.3,16.3,1.1,0.9,0,                          M=1:          ,1,CTKR,12.18194768,KENORA+RCS,-94.383,49.783,413,4/3/20,,L,, , ,ON-2019-KEN31,2010-2019,377,91,6, ,KEN31, ,49.9251,-94.5443, ,6/16/19 0:00, ,0.100000001,ON,ON,1,6,2019
3074190,71229,6/12/19,21.4,7.7,42.3,7.5,20.18641026,238,1015.06,19.5,0,1,0,85,86.1,519.4,121.7,3.1,14.8,3.2,             IDW=T:RH:WSD:M=1:          ,1,CXMG,38.44934461,MANNING+AGDM,-117.45,56.967,457,6/1/20,,L,9, , ,AB-2019-PWF077,2010-2019,584,137,9, ,PWF077,Wildfire,56.99925,-118.466033, ,, ,0.03,AB,AB,1,6,2019
2100701,71965,6/12/19,16,9,63.4,11.1,11.1,250,1008.7,32.2,10.1,0,0,53.6,30.1,496.7,52.3,0.4,0.7,0,                          M=1:          ,1,CYMA,35.31068146,MAYO+A,-135.867,63.617,504,5/12/20,,L,12, , ,YT-2019-2019MA003,2010-2019,900,176,12, ,2019MA003, ,63.20323333,-136.5315,11% Hill,,Full FMZ,0.01,YT,YT,1,6,2019
503B1ER,71448,6/12/19,16.4,-2.7,29,9.3,20.18641026,350,1020.8,18.7,0.07,1,0,88.4,19.5,164.5,30.1,5.5,10.7,1.8,                 IDW=RH:R:M=1:          ,1,CWEA,17.48164678,PINAWA,-96.067,50.183,268,1/16/20,,L,, , ,MB-2019-MB2019EA033,2010-2019,375,91,6, ,MB2019EA033, ,49.977222,-96.295556,ZONE: R; RESPONSE: FUL,6/16/19 0:00, ,1.6,MB,MB,1,6,2019
3075488,71246,6/12/19,20.9,7.8,44,7.6,20.18641026,235,1015.13,19.6,1.5,0,0,79.1,29.6,148.3,39.5,1.5,3.8,0.3,             IDW=T:RH:WSD:M=1:          ,1,CWRD,25.86254082,RED+EARTH,-115.283,56.55,546,6/1/20,,L,9, , ,AB-2019-SWF103,2010-2019,607,142,9, ,SWF103,Wildfire,56.3881,-115.891667, ,, ,0.1,AB,AB,1,6,2019
1098940,71104,6/12/19,24.6,8.8,36,0.6,20.18641026,198,1016.9,24.1,0,1,0,84.7,37.3,330.7,58.2,2.1,6.9,0.8,                  IDW=WSD:M=1:          ,1,CYWL,21.15192404,WILLIAMS+LAKE+A,-122.05,52.183,940,5/5/20,,L,14, , ,BC-2019-2019-C20530,2010-2019,978,202,14, ,2019-C20530,Fire,51.9074,-121.8346, ,, ,0.009,BC,BC,1,6,2019
1098940,71104,6/12/19,24.6,8.8,36,0.6,20.18641026,198,1016.9,24.1,0,1,0,84.7,37.3,330.7,58.2,2.1,6.9,0.8,                  IDW=WSD:M=1:          ,1,CYWL,23.14774264,WILLIAMS+LAKE+A,-122.05,52.183,940,5/5/20,,L,14, , ,BC-2019-2019-C20531,2010-2019,978,202,14, ,2019-C20531,Fire,51.8513,-121.9763, ,, ,0.009,BC,BC,1,6,2019
1192948,71594,6/12/19,21.5,6.3,38.6,6.8,20.18641026,228,1014.52,19.2,0.01,1,0,88.6,39.5,237.3,55.8,4.9,14,2.9,             IDW=T:RH:WSD:M=1:          ,1,CVFN,49.66274129,FORT+NELSON,-122.567,58.833,380,5/5/20,,L,4, , ,BC-2019-2019-G90535,2010-2019,248,65,4, ,2019-G90535,Fire,59.3578,-121.6161, ,, ,1.13,BC,BC,1,6,2019
3073535,71541,6/12/19,20.3,9,49,7.1,20.18641026,230,1015.69,19.7,0,6,0,88.8,91.9,312.4,105.9,5.2,20.5,5.7,             IDW=T:RH:WSD:M=1:          ,1,CPJT,31.07629259,JEAN+COTE+AGCM,-117.117,55.917,638,6/1/20,,L,9, , ,AB-2019-PWF076,2010-2019,612,139,9, ,PWF076,Wildfire,56.244733,-116.5677, ,, ,36.4,AB,AB,1,6,2019
1161663,71474,6/12/19,24.7,8.9,37,10.3,20,169,1015.4,33.5,0,3,0,89.8,34,161.5,44.5,7,16.1,3.7,                          M=1:          ,1,CNCN,30.52790019,CLINTON+RCS,-121.5,51.15,1059,5/5/20,,L,14, , ,BC-2019-2019-C40522,2010-2019,978,202,14, ,2019-C40522,Fire,51.5783,-121.6718, ,, ,0.3,BC,BC,1,6,2019
3064528,71255,6/13/19,19,11,60,19.8,26.5,242,1004.6,15,0.6,0,0,87,52,217.2,65.1,7.5,20.8,5.9,                          M=1:          ,1,CWMX,35.14293807,MILDRED+LAKE,-111.567,57.033,310,6/1/20,,L,9, , ,AB-2019-MWF023,2010-2019,608,142,9, ,MWF023,Wildfire,56.872867,-112.449067, ,, ,0.01,AB,AB,1,6,2019
5061376,71145,6/13/19,17.9,7.7,51.5,9.3,9.3,270,1008.9,24,0,1,0,84.3,30.7,155.3,41.1,3.1,7.9,1,                          M=1:          ,1,CYIV,65.3376392,ISLAND+LAKE+A,-94.65,53.85,236,1/16/20,,L,, , ,MB-2019-MB2019NE019,2010-2019,367,89,6, ,MB2019NE019, ,53.533333,-96.149722,ZONE: G; RESPONSE: MOD,8/28/19 0:00, ,22211.6,MB,MB,1,6,2019
5061376,71145,6/13/19,17.9,7.7,51.5,9.3,9.3,270,1008.9,24,0,1,0,84.3,30.7,155.3,41.1,3.1,7.9,1,                          M=1:          ,1,CYIV,93.86263514,ISLAND+LAKE+A,-94.65,53.85,236,4/3/20,,L,,location not ignition - coords derived from poly, ,ON-2019-RED24,2010-2019,371,90,6, ,RED24, ,52.50088951,-94.40163523,Objective: MON; Type: IFR; Accuracy: Within 100 metres,9/5/19 0:00, ,17615,ON,ON,1,6,2019
1148705,71401,6/13/19,33.7,8.5,21,7.4,19.5,121,1005.7,23.6,0,4,0,95.2,61,277.5,78.8,12.9,33.2,13.4,                          M=1:          ,1,CXWF,7.362699752,WARFIELD+RCS,-117.733,49.117,567,5/5/20,,L,14, , ,BC-2019-2019-N50561,2010-2019,1012,212,14, ,2019-N50561,Fire,49.1773,-117.8669, ,, ,0.001,BC,BC,1,6,2019
3072525,71347,6/13/19,20.4,7,42,28.6,20.18641026,252,1005.95,33,0,2,0,88,57.8,257.4,74,13.7,33.5,13.6,                          M=1:          ,1,CXFR,26.51625423,FAIRVIEW+AGDM,-118.433,56.083,655,6/1/20,,L,9, , ,AB-2019-PWF080,2010-2019,583,137,9, ,PWF080,Wildfire,56.459317,-118.302567, ,, ,0.01,AB,AB,1,6,2019
2204100,71936,6/13/19,20,13,64.2,13,13,220,1003.2,24.1,0,6,0,87,14.6,240.3,25.3,5.4,9.6,1.5,                          M=1:          ,1,CYZF,20.34740217,YELLOWKNIFE+A,-114.433,62.467,206,5/4/20,,L,, , ,NT-2019-ZF005-19,2010-2019,261,69,5, ,ZF005-19, ,62.606833,-114.9925, ,6/14/19 0:00, ,0.1,NT,NT,1,6,2019
