latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
48.21991,-118.35994,346.3,0.49,0.4,2020-10-27,2100,1,nominal,2.0NRT,267.1,57.6,D
48.04817,-123.48164,328.6,0.38,0.36,2020-10-27,2100,1,nominal,2.0NRT,284.7,1.6,D
48.74562,-119.06756,327.4,0.47,0.4,2020-10-27,2100,1,nominal,2.0NRT,268.2,4.9,D
52.42705,-113.8406,337.4,0.55,0.51,2020-10-27,2100,1,nominal,2.0NRT,277.1,9.2,D
52.42659,-113.8491,337.4,0.55,0.51,2020-10-27,2100,1,nominal,2.0NRT,277.5,9.2,D
56.66305,-121.23322,326.2,0.49,0.41,2020-10-27,2100,1,nominal,2.0NRT,279.4,6.6,D
56.66676,-121.23435,325.3,0.49,0.41,2020-10-27,2100,1,nominal,2.0NRT,276.4,17.1,D
56.34305,-124.27005,348.3,0.41,0.37,2020-10-27,2100,1,nominal,2.0NRT,269.7,6.4,D
56.34224,-124.27657,330.5,0.41,0.37,2020-10-27,2100,1,nominal,2.0NRT,268.1,3.1,D
56.34643,-124.27142,335.9,0.41,0.37,2020-10-27,2100,1,nominal,2.0NRT,265.6,4.3,D
56.41563,-124.33553,326.1,0.41,0.37,2020-10-27,2100,1,nominal,2.0NRT,275.3,6.2,D
56.41817,-124.34354,352.9,0.41,0.37,2020-10-27,2100,1,nominal,2.0NRT,282.5,21,D
56.74464,-122.03288,328.8,0.47,0.4,2020-10-27,2100,1,nominal,2.0NRT,279.1,3.1,D
57.1459,-121.41443,339.1,0.5,0.41,2020-10-27,2100,1,nominal,2.0NRT,280.6,18,D
57.14511,-121.42252,341.2,0.49,0.41,2020-10-27,2100,1,nominal,2.0NRT,285.7,30,D
57.14881,-121.4238,354.5,0.49,0.41,2020-10-27,2100,1,nominal,2.0NRT,280.8,21,D
41.02011,-123.2883,332.8,0.4,0.37,2020-10-27,2054,1,nominal,2.0NRT,295.5,1.5,D
41.09497,-123.24705,325.7,0.4,0.37,2020-10-27,2054,1,nominal,2.0NRT,293,1.4,D
41.12445,-123.23791,340.4,0.4,0.37,2020-10-27,2054,1,nominal,2.0NRT,292.5,8.3,D
42.09185,-121.79872,327.8,0.38,0.36,2020-10-27,2054,1,low,2.0NRT,300.7,1.9,D
42.09113,-121.8033,326.6,0.38,0.36,2020-10-27,2054,1,low,2.0NRT,301.1,3.6,D
42.09043,-121.80788,343.6,0.38,0.36,2020-10-27,2054,1,nominal,2.0NRT,300.9,3.6,D
42.08971,-121.81246,332.2,0.38,0.36,2020-10-27,2054,1,nominal,2.0NRT,300.1,2.2,D
42.76035,-116.81473,328.2,0.49,0.4,2020-10-27,2054,1,nominal,2.0NRT,287.3,5.3,D
42.75968,-116.82092,327.4,0.49,0.4,2020-10-27,2054,1,nominal,2.0NRT,290.4,4.7,D
42.00326,-123.37776,325.5,0.4,0.37,2020-10-27,2054,1,nominal,2.0NRT,292.2,4,D
43.45222,-121.1406,354.5,0.39,0.36,2020-10-27,2054,1,nominal,2.0NRT,310.8,30.9,D
43.45481,-121.14625,367,0.39,0.36,2020-10-27,2054,1,high,2.0NRT,329.2,63.9,D
43.45618,-121.13676,333.9,0.39,0.36,2020-10-27,2054,1,nominal,2.0NRT,297.2,28.8,D
43.45549,-121.1415,347.6,0.39,0.36,2020-10-27,2054,1,nominal,2.0NRT,318.8,28.8,D
43.45809,-121.14715,367,0.39,0.36,2020-10-27,2054,1,high,2.0NRT,327.9,63.9,D
43.45946,-121.13768,342.8,0.39,0.36,2020-10-27,2054,1,nominal,2.0NRT,295.6,28.8,D
43.45877,-121.14241,350.5,0.39,0.36,2020-10-27,2054,1,nominal,2.0NRT,311.1,28.8,D
43.58487,-123.53925,330.5,0.39,0.36,2020-10-27,2054,1,nominal,2.0NRT,297,3.3,D
44.20602,-121.29838,327.4,0.39,0.36,2020-10-27,2054,1,nominal,2.0NRT,300.7,1.4,D
44.59723,-118.88484,331.4,0.44,0.38,2020-10-27,2054,1,nominal,2.0NRT,285.3,3,D
45.04306,-118.39867,351.1,0.45,0.39,2020-10-27,2054,1,nominal,2.0NRT,288,6.2,D
45.04663,-118.39934,333.1,0.45,0.39,2020-10-27,2054,1,nominal,2.0NRT,286.7,6.2,D
45.10256,-118.23035,341.9,0.46,0.39,2020-10-27,2054,1,nominal,2.0NRT,284.5,8.4,D
45.28151,-117.15201,327,0.51,0.41,2020-10-27,2054,1,nominal,2.0NRT,278.7,3.1,D
45.19311,-119.23186,342,0.43,0.38,2020-10-27,2054,1,nominal,2.0NRT,287.4,15.1,D
45.19659,-119.2326,332,0.43,0.38,2020-10-27,2054,1,nominal,2.0NRT,284.4,13,D
45.19589,-119.23831,326.2,0.43,0.38,2020-10-27,2054,1,nominal,2.0NRT,286.8,13,D
44.74884,-122.68868,343.3,0.38,0.36,2020-10-27,2054,1,nominal,2.0NRT,291.6,8.2,D
44.72715,-123.28356,325.8,0.39,0.36,2020-10-27,2054,1,nominal,2.0NRT,290.4,1.6,D
45.22899,-123.16431,340.7,0.38,0.36,2020-10-27,2054,1,nominal,2.0NRT,293.1,6,D
