lat,lng,reportDate,startDate,endDate,peakDate,duration,maxSize,aveSize,increaseSpreadRate,decreaseSpreadRate,movementDirection,movementDirectionNum,temp,td,rh,ws,wg,wdir,pres,vis,precip,rndays,ffmc,dmc,dc,bui,isi,fwi,dsr
56.459317,-118.302567,Thu Jun 13 00:00:00 EDT 2019,Sat Jun 08 00:00:00 EDT 2019,Sat Jun 15 00:00:00 EDT 2019,Wed Jun 12 00:00:00 EDT 2019,7,60.07206316483174,18.029365852679703,2.123020399250152,-0.6071954519079253,NW,0,20.4,7.0,42.0,28.6,20.18641026,252,1005.95,33.0,0.0,2,88.0,57.8,257.4,74.0,13.7,33.5,13.6
56.294667,-116.527133,Thu Jun 13 00:00:00 EDT 2019,Tue Jun 04 00:00:00 EDT 2019,Sat Jun 15 00:00:00 EDT 2019,Wed Jun 12 00:00:00 EDT 2019,11,60.07206316483174,14.86684023218178,1.5535924466911095,-0.6071954519079253,NW,0,21.7,7.4,40.0,22.8,20.18641026,266,1005.14,26.4,1.2,0,86.9,95.6,319.7,109.4,8.6,29.7,11.0
55.180317,-115.90535,Thu Jun 13 00:00:00 EDT 2019,Mon Jun 10 00:00:00 EDT 2019,Fri Jun 14 00:00:00 EDT 2019,Mon Jun 10 00:00:00 EDT 2019,4,17.287968884120463,4.638242221030115,NaN,-0.6817188315355432,SW,2,22.0,9.2,44.0,14.5,20.18641026,279,1005.37,25.5,1.0,0,86.3,47.7,192.6,58.9,5.2,15.0,3.3
59.101124,-118.301491,Thu Jun 13 00:00:00 EDT 2019,Sun Jun 09 00:00:00 EDT 2019,Wed Jun 19 00:00:00 EDT 2019,Mon Jun 17 00:00:00 EDT 2019,10,101.4977513551585,24.01466932684125,2.893197758681787,-0.9909518368090002,NW,0,17.0,11.9,72.0,5.4,20.18641026,234,1005.3,16.1,0.0,2,86.1,110.0,310.7,116.7,3.2,15.0,3.3
58.883148,-118.453542,Thu Jun 13 00:00:00 EDT 2019,Sun Jun 09 00:00:00 EDT 2019,Wed Jun 19 00:00:00 EDT 2019,Mon Jun 17 00:00:00 EDT 2019,10,101.4977513551585,24.01466932684125,2.893197758681787,-0.9909518368090002,NW,0,17.0,11.9,72.0,5.4,20.18641026,234,1005.3,16.1,0.0,2,86.1,110.0,310.7,116.7,3.2,15.0,3.3
59.8351,-111.907233,Thu Jun 13 00:00:00 EDT 2019,Tue Jun 11 00:00:00 EDT 2019,Fri Jun 14 00:00:00 EDT 2019,Tue Jun 11 00:00:00 EDT 2019,3,6.237185228601418,2.7854814052770362,NaN,-0.6443653106152224,SW,2,24.0,11.0,44.1,3.7,3.7,271,1002.1,24.1,4.2,0,72.5,18.7,344.4,32.9,0.8,1.2,0.0
56.750333,-118.449517,Thu Jun 13 00:00:00 EDT 2019,Sat Jun 08 00:00:00 EDT 2019,Sat Jun 15 00:00:00 EDT 2019,Wed Jun 12 00:00:00 EDT 2019,7,60.07206316483174,18.029365852679703,2.123020399250152,-0.6071954519079253,NW,0,21.7,13.3,59.0,23.5,20.18641026,30,1005.41,30.6,0.0,2,85.9,88.7,526.7,124.8,7.8,29.4,10.8
65.432666,-116.3415,Thu Jun 13 00:00:00 EDT 2019,Thu Jun 13 00:00:00 EDT 2019,Fri Jun 14 00:00:00 EDT 2019,Thu Jun 13 00:00:00 EDT 2019,1,0.5499999999999545,0.5499999999999545,NaN,NaN,SW,2,17.3,7.8,54.0,16.1,21.7,329,1005.6,24.1,0.0,6,86.8,15.1,205.8,25.5,6.1,10.8,1.8
56.666983,-113.4706,Fri Jun 14 00:00:00 EDT 2019,Mon Jun 10 00:00:00 EDT 2019,Fri Jun 14 00:00:00 EDT 2019,Mon Jun 10 00:00:00 EDT 2019,4,17.287968884120463,6.060618587045095,NaN,2.4529949227673136,SW,2,21.5,8.4,43.0,7.9,12.1,308,1009.9,24.3,9.8,0,63.1,16.5,143.1,25.7,0.7,0.8,0.0
57.21145,-112.724733,Fri Jun 14 00:00:00 EDT 2019,Wed Jun 05 00:00:00 EDT 2019,Fri Jun 14 00:00:00 EDT 2019,Thu Jun 06 00:00:00 EDT 2019,9,30.912340800649428,8.433882624563417,NaN,2.727389959045579,NW,0,20.5,13.2,63.0,13.2,18.9,226,1006.8,15.0,35.4,0,54.0,21.3,138.9,30.8,0.5,0.6,0.0
56.6323,-113.481967,Fri Jun 14 00:00:00 EDT 2019,Mon Jun 10 00:00:00 EDT 2019,Fri Jun 14 00:00:00 EDT 2019,Mon Jun 10 00:00:00 EDT 2019,4,17.287968884120463,6.060618587045095,NaN,2.4529949227673136,SW,2,21.5,8.4,43.0,7.9,12.1,308,1009.9,24.3,9.8,0,63.1,16.5,143.1,25.7,0.7,0.8,0.0
59.711617,-117.150067,Fri Jun 14 00:00:00 EDT 2019,Sun Jun 09 00:00:00 EDT 2019,Wed Jun 19 00:00:00 EDT 2019,Mon Jun 17 00:00:00 EDT 2019,10,101.4977513551585,23.864669326841245,3.016247256507435,-0.9909518368090002,NW,0,19.3,11.3,60.0,5.7,20.18641026,328,1009.8,24.1,10.29,0,53.9,57.7,287.6,76.9,0.3,0.8,0.0
58.6023,-118.722817,Fri Jun 14 00:00:00 EDT 2019,Sun Jun 09 00:00:00 EDT 2019,Wed Jun 19 00:00:00 EDT 2019,Mon Jun 17 00:00:00 EDT 2019,10,101.4977513551585,24.01466932684125,2.893197758681787,-0.9909518368090002,NW,0,19.3,11.3,60.0,5.7,20.18641026,328,1009.8,24.1,10.29,0,53.9,57.7,287.6,76.9,0.3,0.8,0.0
64.2805,-115.08,Fri Jun 14 00:00:00 EDT 2019,Thu Jun 13 00:00:00 EDT 2019,Fri Jun 14 00:00:00 EDT 2019,Thu Jun 13 00:00:00 EDT 2019,1,0.5499999999999545,0.5499999999999545,NaN,NaN,SW,2,15.3,3.7,46.0,14.5,21.4,319,1012.3,24.1,0.7,0,85.9,17.7,212.0,29.3,4.9,9.7,1.5
59.082367,-119.383133,Sat Jun 15 00:00:00 EDT 2019,Sun Jun 09 00:00:00 EDT 2019,Wed Jun 19 00:00:00 EDT 2019,Wed Jun 12 00:00:00 EDT 2019,10,60.07206316483174,18.571007746598337,1.1242124790208752,2.9841565531413132,NW,0,24.7,6.8,31.0,4.5,20.18641026,295,1014.4,24.1,11.69,0,65.0,33.2,262.7,50.5,0.7,1.5,0.1
54.921,-122.8639,Sat Jun 15 00:00:00 EDT 2019,Fri Jun 14 00:00:00 EDT 2019,Sat Jun 15 00:00:00 EDT 2019,Fri Jun 14 00:00:00 EDT 2019,1,3.1513738459090463,3.1513738459090463,NaN,NaN,SW,2,23.0,8.0,38.3,14.8,14.8,210,1015.9,14.5,0.0,2,88.9,57.4,383.4,83.5,7.7,24.1,7.6
58.316967,-119.548917,Sat Jun 15 00:00:00 EDT 2019,Sun Jun 09 00:00:00 EDT 2019,Wed Jun 19 00:00:00 EDT 2019,Wed Jun 12 00:00:00 EDT 2019,10,60.07206316483174,18.571007746598337,1.1242124790208752,2.9841565531413132,NW,0,24.7,6.8,31.0,4.5,20.18641026,295,1014.4,24.1,11.69,0,65.0,33.2,262.7,50.5,0.7,1.5,0.1
58.550283,-115.13895,Sat Jun 15 00:00:00 EDT 2019,Sun Jun 09 00:00:00 EDT 2019,Sun Jun 23 00:00:00 EDT 2019,Wed Jun 12 00:00:00 EDT 2019,14,49.22733212660343,10.36695220506645,3.945613757905483,2.7760152142234586,SE,3,22.9,8.2,39.0,6.0,14.3,288,1014.9,25.0,30.8,0,55.1,13.6,34.7,13.8,0.4,0.3,0.0
52.89206119,-94.49492931,Sat Jun 15 00:00:00 EDT 2019,Sat Jun 15 00:00:00 EDT 2019,Mon Jun 17 00:00:00 EDT 2019,Sat Jun 15 00:00:00 EDT 2019,2,6.228410643446492,3.774205321723271,NaN,-0.7880679236541751,NE,1,15.8,0.6,35.8,18.5,20.4,140,1018.0,24.0,0.0,3,88.7,35.6,167.2,46.5,9.0,19.9,5.4
56.426733,-117.890883,Sat Jun 15 00:00:00 EDT 2019,Sat Jun 08 00:00:00 EDT 2019,Sat Jun 15 00:00:00 EDT 2019,Wed Jun 12 00:00:00 EDT 2019,7,60.07206316483174,18.029365852679703,2.123020399250152,-0.6071954519079253,NW,0,19.9,7.4,44.0,6.3,20.18641026,193,1016.78,26.5,1.1,0,80.9,64.1,181.1,68.0,1.7,6.4,0.7
60.014433,-118.498833,Sun Jun 16 00:00:00 EDT 2019,Sun Jun 09 00:00:00 EDT 2019,Wed Jun 19 00:00:00 EDT 2019,Mon Jun 17 00:00:00 EDT 2019,10,101.4977513551585,23.128871134220343,2.830351296304033,-0.9909518368090002,NW,0,29.7,7.2,24.0,4.7,10.9,241,1010.0,23.8,0.19,0,93.5,46.4,436.1,73.4,9.0,25.0,8.1
58.0959,-120.6209,Sun Jun 16 00:00:00 EDT 2019,Sat Jun 15 00:00:00 EDT 2019,Sun Jun 16 00:00:00 EDT 2019,Sat Jun 15 00:00:00 EDT 2019,1,1.0999999999999943,1.0999999999999943,NaN,NaN,SW,2,26.2,9.3,35.0,5.7,9.4,141,1009.1,48.3,0.0,1,89.9,52.5,266.6,70.3,5.7,17.6,4.3
60.046166,-118.481833,Sun Jun 16 00:00:00 EDT 2019,Sun Jun 09 00:00:00 EDT 2019,Wed Jun 19 00:00:00 EDT 2019,Mon Jun 17 00:00:00 EDT 2019,10,101.4977513551585,23.128871134220343,2.830351296304033,-0.9909518368090002,NW,0,29.7,7.2,24.0,4.7,10.9,241,1010.0,23.8,0.19,0,93.5,46.4,436.1,73.4,9.0,25.0,8.1
60.562666,-118.030166,Sun Jun 16 00:00:00 EDT 2019,Mon Jun 10 00:00:00 EDT 2019,Wed Jun 19 00:00:00 EDT 2019,Mon Jun 17 00:00:00 EDT 2019,9,93.12158446106801,27.554765387030688,4.205494381591515,-0.8842997103471872,NE,1,29.7,7.2,24.0,4.7,10.9,241,1010.0,23.8,0.19,0,93.5,46.4,436.1,73.4,9.0,25.0,8.1
56.765433,-115.163333,Sun Jun 16 00:00:00 EDT 2019,Sun Jun 16 00:00:00 EDT 2019,Sun Jun 23 00:00:00 EDT 2019,Mon Jun 17 00:00:00 EDT 2019,7,101.4977513551585,19.21833063877163,NaN,0.24616414296327838,SE,3,24.9,4.0,26.0,7.3,13.2,220,1015.9,23.6,3.9,0,76.6,14.0,146.4,22.6,1.2,1.7,0.1
55.527767,-110.57865,Sun Jun 16 00:00:00 EDT 2019,Sun Jun 16 00:00:00 EDT 2019,Tue Jun 18 00:00:00 EDT 2019,Mon Jun 17 00:00:00 EDT 2019,2,1.0057055773319798,0.7528527886659899,NaN,NaN,SE,3,18.6,10.4,59.0,2.3,20.18641026,267,1016.52,22.0,2.5,0,67.8,18.7,254.1,31.7,0.7,0.8,0.0
57.520827,-116.306609,Mon Jun 17 00:00:00 EDT 2019,Tue Jun 04 00:00:00 EDT 2019,Sun Jun 23 00:00:00 EDT 2019,Mon Jun 17 00:00:00 EDT 2019,19,101.4977513551585,14.900746610531721,1.3792949575788258,0.24616414296327838,SE,3,28.3,8.7,29.0,18.2,20.18641026,176,1010.86,27.5,0.0,1,92.5,58.3,236.6,72.1,15.4,35.8,15.3
54.845672,-118.890632,Mon Jun 17 00:00:00 EDT 2019,Mon Jun 17 00:00:00 EDT 2019,Tue Jun 18 00:00:00 EDT 2019,Mon Jun 17 00:00:00 EDT 2019,1,1.0,1.0,NaN,NaN,SE,3,25.0,8.0,33.9,0.0,0.0,0,1011.7,40.2,0.0,2,91.0,54.5,265.7,72.1,4.9,16.1,3.7
55.085833,-110.784658,Mon Jun 17 00:00:00 EDT 2019,Sun Jun 16 00:00:00 EDT 2019,Tue Jun 18 00:00:00 EDT 2019,Mon Jun 17 00:00:00 EDT 2019,2,1.0057055773319798,0.7528527886659899,NaN,NaN,SE,3,21.1,10.9,52.8,12.1,20.18641026,201,1017.75,22.8,1.1,0,79.4,21.5,261.3,35.7,2.0,4.7,0.4
55.345367,-115.060617,Mon Jun 17 00:00:00 EDT 2019,Sun Jun 16 00:00:00 EDT 2019,Wed Jun 19 00:00:00 EDT 2019,Sun Jun 16 00:00:00 EDT 2019,3,1.289970741191354,0.8349902470637566,NaN,-0.09119715469747497,NE,1,26.0,7.0,29.8,25.9,25.9,150,1013.8,14.5,0.0,4,91.5,30.5,359.6,50.3,19.7,35.5,15.1
54.866367,-117.970933,Mon Jun 17 00:00:00 EDT 2019,Mon Jun 17 00:00:00 EDT 2019,Tue Jun 18 00:00:00 EDT 2019,Mon Jun 17 00:00:00 EDT 2019,1,1.0,1.0,NaN,NaN,SE,3,27.1,6.9,28.0,18.6,20.18641026,156,1012.8,30.6,0.0,3,92.6,37.6,162.9,47.7,15.9,30.0,11.2
58.3259,-116.82685,Mon Jun 17 00:00:00 EDT 2019,Sun Jun 09 00:00:00 EDT 2019,Wed Jun 19 00:00:00 EDT 2019,Mon Jun 17 00:00:00 EDT 2019,10,101.4977513551585,24.01466932684125,2.893197758681787,-0.9909518368090002,NW,0,28.9,7.4,27.9,9.0,20.18641026,145,1009.06,7.8,0.5,0,93.0,101.4,442.3,128.9,10.4,35.8,15.3
60.152,-114.4474,Mon Jun 17 00:00:00 EDT 2019,Sun Jun 16 00:00:00 EDT 2019,Fri Jun 21 00:00:00 EDT 2019,Sun Jun 16 00:00:00 EDT 2019,5,5.180174902035502,1.990756537727799,NaN,-0.044238898526124115,NE,1,25.2,12.3,45.0,12.8,18.8,359,1006.4,19.8,0.0,4,91.2,62.5,363.6,87.5,9.6,28.8,10.4
56.962717,-117.044133,Mon Jun 17 00:00:00 EDT 2019,Sat Jun 08 00:00:00 EDT 2019,Wed Jun 19 00:00:00 EDT 2019,Mon Jun 17 00:00:00 EDT 2019,11,101.4977513551585,21.099352219844388,0.9597189900067463,-0.9909518368090002,NW,0,29.0,11.1,33.0,29.5,20.18641026,187,1011.32,29.0,0.0,2,92.0,107.4,559.1,145.1,25.3,65.3,44.3
54.677,-119.084933,Mon Jun 17 00:00:00 EDT 2019,Mon Jun 17 00:00:00 EDT 2019,Tue Jun 18 00:00:00 EDT 2019,Mon Jun 17 00:00:00 EDT 2019,1,1.0,1.0,NaN,NaN,SE,3,25.0,8.0,33.9,0.0,0.0,0,1011.7,40.2,0.0,2,91.0,54.5,265.7,72.1,4.9,16.1,3.7
60.243666,-111.109333,Tue Jun 18 00:00:00 EDT 2019,Mon Jun 17 00:00:00 EDT 2019,Tue Jun 18 00:00:00 EDT 2019,Mon Jun 17 00:00:00 EDT 2019,1,1.1049999999999631,1.1049999999999631,NaN,NaN,SE,3,28.0,11.4,37.1,22.2,20.18641026,170,1002.5,24.1,0.0,3,91.7,35.6,207.3,49.8,16.8,31.8,12.4
57.257857,-116.613492,Tue Jun 18 00:00:00 EDT 2019,Tue Jun 04 00:00:00 EDT 2019,Wed Jun 19 00:00:00 EDT 2019,Mon Jun 17 00:00:00 EDT 2019,15,101.4977513551585,16.7947958001886,1.1337162087176438,-0.9909518368090002,NE,1,21.5,8.4,44.0,29.9,20.18641026,211,1007.32,26.3,2.2,0,83.7,54.4,243.9,69.8,8.0,22.6,6.8
59.618283,-111.35655,Tue Jun 18 00:00:00 EDT 2019,Mon Jun 17 00:00:00 EDT 2019,Tue Jun 18 00:00:00 EDT 2019,Mon Jun 17 00:00:00 EDT 2019,1,1.1049999999999631,1.1049999999999631,NaN,NaN,SE,3,28.0,12.0,37.1,22.2,38.9,170,1002.5,24.1,0.0,3,91.0,31.2,367.9,51.4,15.2,30.1,11.3
59.2299,-117.23715,Tue Jun 18 00:00:00 EDT 2019,Sun Jun 09 00:00:00 EDT 2019,Wed Jun 19 00:00:00 EDT 2019,Mon Jun 17 00:00:00 EDT 2019,10,101.4977513551585,23.864669326841245,3.016247256507435,-0.9909518368090002,NW,0,21.8,12.3,54.0,24.1,20.18641026,157,1002.3,1.2,2.65,0,79.5,39.4,286.5,58.6,3.7,11.3,2.0
58.846433,-117.5365,Tue Jun 18 00:00:00 EDT 2019,Sun Jun 09 00:00:00 EDT 2019,Wed Jun 19 00:00:00 EDT 2019,Mon Jun 17 00:00:00 EDT 2019,10,101.4977513551585,24.01466932684125,2.893197758681787,-0.9909518368090002,NW,0,21.8,12.3,54.0,24.1,20.18641026,157,1002.3,1.2,2.65,0,79.5,39.4,286.5,58.6,3.7,11.3,2.0
58.880358,-117.346207,Tue Jun 18 00:00:00 EDT 2019,Sun Jun 09 00:00:00 EDT 2019,Wed Jun 19 00:00:00 EDT 2019,Mon Jun 17 00:00:00 EDT 2019,10,101.4977513551585,24.01466932684125,2.893197758681787,-0.9909518368090002,NW,0,21.8,12.3,54.0,24.1,20.18641026,157,1002.3,1.2,2.65,0,79.5,39.4,286.5,58.6,3.7,11.3,2.0
56.151667,-114.859,Wed Jun 19 00:00:00 EDT 2019,Sun Jun 16 00:00:00 EDT 2019,Wed Jun 19 00:00:00 EDT 2019,Sun Jun 16 00:00:00 EDT 2019,3,1.289970741191354,0.8349902470637566,NaN,-0.09119715469747497,NE,1,18.9,1.5,31.0,6.4,16.9,308,1008.4,21.2,1.3,0,85.2,27.7,168.4,39.2,3.0,7.4,0.9
60.859833,-115.7685,Wed Jun 19 00:00:00 EDT 2019,Mon Jun 10 00:00:00 EDT 2019,Wed Jun 19 00:00:00 EDT 2019,Thu Jun 13 00:00:00 EDT 2019,9,42.09324259346601,8.940253661416255,3.803857446713551,3.5095629603055114,NE,1,18.9,6.3,44.0,22.6,36.3,197,1005.6,16.0,0.2,0,87.9,67.4,376.8,93.1,9.9,30.3,11.4
57.766967,-115.243267,Thu Jun 20 00:00:00 EDT 2019,Fri May 17 00:00:00 EDT 2019,Sun Jun 23 00:00:00 EDT 2019,Sun May 19 00:00:00 EDT 2019,37,200.19849281792568,30.710483088178442,4.4312195001611245,1.9792076951147621,SE,3,15.0,8.4,65.0,33.1,20.18641026,313,1017.17,18.0,0.0,1,82.9,74.6,449.5,105.4,8.5,28.9,10.5
56.8165,-113.303633,Thu Jun 20 00:00:00 EDT 2019,Mon Jun 17 00:00:00 EDT 2019,Sun Jun 23 00:00:00 EDT 2019,Thu Jun 20 00:00:00 EDT 2019,6,1.0999999999999943,0.7941666666666315,0.09961538461535371,-0.0954545454546113,NW,0,23.7,7.8,36.0,18.6,30.8,23,1010.62,15.2,1.7,0,86.5,33.9,173.0,45.5,6.7,15.8,3.6
57.568083,-110.6688,Fri Jun 21 00:00:00 EDT 2019,Thu Jun 20 00:00:00 EDT 2019,Fri Jun 21 00:00:00 EDT 2019,Thu Jun 20 00:00:00 EDT 2019,1,0.5499999999999545,0.5499999999999545,NaN,NaN,NW,0,20.7,11.4,55.0,6.9,17.0,38,1015.78,18.1,1.8,0,78.1,34.2,180.1,46.4,1.4,3.8,0.3
56.594533,-112.76905,Sat Jun 22 00:00:00 EDT 2019,Sun Jun 16 00:00:00 EDT 2019,Sat Jun 22 00:00:00 EDT 2019,Thu Jun 20 00:00:00 EDT 2019,6,1.0999999999999943,0.8117842628886508,0.1638618599622695,-0.09090909090908299,SE,3,20.1,12.3,61.0,11.4,20.0,16,1012.66,16.5,3.0,0,70.0,29.1,183.4,41.6,1.1,2.7,0.2
56.93595,-113.10825,Sat Jun 22 00:00:00 EDT 2019,Sun Jun 16 00:00:00 EDT 2019,Sun Jun 23 00:00:00 EDT 2019,Thu Jun 20 00:00:00 EDT 2019,7,1.0999999999999943,0.8243865110473955,0.1638618599622695,-0.0954545454546113,NW,0,20.1,12.3,61.0,11.4,20.0,16,1012.66,16.5,3.0,0,70.0,29.1,183.4,41.6,1.1,2.7,0.2
57.046202,-113.20043,Sat Jun 22 00:00:00 EDT 2019,Mon Jun 17 00:00:00 EDT 2019,Sun Jun 23 00:00:00 EDT 2019,Thu Jun 20 00:00:00 EDT 2019,6,1.0999999999999943,0.7941666666666315,0.09961538461535371,-0.0954545454546113,NW,0,20.1,12.3,61.0,11.4,20.0,16,1012.66,16.5,3.0,0,70.0,29.1,183.4,41.6,1.1,2.7,0.2
56.582717,-112.864867,Sat Jun 22 00:00:00 EDT 2019,Sun Jun 16 00:00:00 EDT 2019,Sat Jun 22 00:00:00 EDT 2019,Thu Jun 20 00:00:00 EDT 2019,6,1.0999999999999943,0.8117842628886508,0.1638618599622695,-0.09090909090908299,SE,3,20.1,12.3,61.0,11.4,20.0,16,1012.66,16.5,3.0,0,70.0,29.1,183.4,41.6,1.1,2.7,0.2
57.071217,-112.478233,Sat Jun 22 00:00:00 EDT 2019,Sun Jun 16 00:00:00 EDT 2019,Sun Jun 23 00:00:00 EDT 2019,Thu Jun 20 00:00:00 EDT 2019,7,1.0999999999999943,0.8243865110473955,0.1638618599622695,-0.0954545454546113,NW,0,20.1,12.3,61.0,11.4,20.0,16,1012.66,16.5,3.0,0,70.0,29.1,183.4,41.6,1.1,2.7,0.2
56.4877,-113.09755,Sat Jun 22 00:00:00 EDT 2019,Sun Jun 16 00:00:00 EDT 2019,Sat Jun 22 00:00:00 EDT 2019,Sun Jun 16 00:00:00 EDT 2019,6,1.289970741191354,0.9434460530872099,NaN,0.033779948801655545,SE,3,20.1,12.3,61.0,11.4,20.0,16,1012.66,16.5,3.0,0,70.0,29.1,183.4,41.6,1.1,2.7,0.2
56.505167,-114.912917,Sat Jun 22 00:00:00 EDT 2019,Sun Jun 16 00:00:00 EDT 2019,Sun Jun 23 00:00:00 EDT 2019,Sat Jun 22 00:00:00 EDT 2019,7,1.5,0.8792815344558884,0.008276382876291621,NaN,SE,3,19.0,8.2,49.0,5.6,8.6,258,1015.2,21.0,0.9,0,63.2,12.6,152.0,20.9,0.6,0.6,0.0
58.7327,-112.0187,Sun Jun 23 00:00:00 EDT 2019,Thu Jun 20 00:00:00 EDT 2019,Sun Jun 23 00:00:00 EDT 2019,Fri Jun 21 00:00:00 EDT 2019,3,5.357084210179108,2.269028070059642,NaN,-0.8319981608111079,NW,0,14.7,10.9,78.0,24.0,33.3,55,1009.5,21.3,0.2,0,83.9,56.1,197.2,65.6,6.1,17.9,4.5
64.0696,-139.36875,Mon Jun 24 00:00:00 EDT 2019,Sun Jun 23 00:00:00 EDT 2019,Thu Jul 11 00:00:00 EDT 2019,Wed Jul 10 00:00:00 EDT 2019,18,130.8714500562335,23.511980318966508,11.734431245872692,NaN,NW,0,21.6,9.1,45.0,8.4,13.8,226,1013.4,32.2,0.7,0,89.2,94.1,364.4,114.3,5.8,23.1,7.0
63.49781667,-139.2538167,Mon Jun 24 00:00:00 EDT 2019,Sun Jun 23 00:00:00 EDT 2019,Thu Jul 11 00:00:00 EDT 2019,Wed Jul 10 00:00:00 EDT 2019,18,130.8714500562335,23.511980318966508,11.734431245872692,NaN,NW,0,21.6,9.1,45.0,8.4,13.8,226,1013.4,32.2,0.7,0,89.2,94.1,364.4,114.3,5.8,23.1,7.0
63.87903333,-138.8752167,Wed Jun 26 00:00:00 EDT 2019,Sun Jun 23 00:00:00 EDT 2019,Thu Jul 11 00:00:00 EDT 2019,Wed Jul 10 00:00:00 EDT 2019,18,130.8714500562335,23.511980318966508,11.734431245872692,NaN,NW,0,20.9,-4.3,18.0,10.5,21.9,262,1020.6,32.2,0.4,0,93.4,103.6,378.8,123.0,11.7,38.2,17.2
58.541883,-118.385667,Wed Jun 26 00:00:00 EDT 2019,Wed Jun 26 00:00:00 EDT 2019,Sat Jun 29 00:00:00 EDT 2019,Fri Jun 28 00:00:00 EDT 2019,3,1.7927178317163164,1.2344576107502012,-0.5525340905043823,NaN,NE,1,22.5,2.1,26.0,14.8,20.18641026,13,1014.8,16.1,0.0,5,91.6,57.0,339.2,80.2,11.4,30.9,11.8
63.311333,-110.9335,Wed Jun 26 00:00:00 EDT 2019,Tue Jun 25 00:00:00 EDT 2019,Wed Jun 26 00:00:00 EDT 2019,Tue Jun 25 00:00:00 EDT 2019,1,12.452851426048603,12.452851426048603,NaN,NaN,SW,2,13.9,3.5,49.0,4.4,7.5,324,1016.0,34.0,0.2,0,87.9,37.3,273.3,55.7,4.0,11.8,2.1
63.122333,-111.100166,Wed Jun 26 00:00:00 EDT 2019,Tue Jun 25 00:00:00 EDT 2019,Wed Jun 26 00:00:00 EDT 2019,Tue Jun 25 00:00:00 EDT 2019,1,12.452851426048603,12.452851426048603,NaN,NaN,SW,2,13.9,3.5,49.0,4.4,7.5,324,1016.0,34.0,0.2,0,87.9,37.3,273.3,55.7,4.0,11.8,2.1
54.7599,-123.841,Wed Jun 26 00:00:00 EDT 2019,Wed Jun 26 00:00:00 EDT 2019,Thu Jun 27 00:00:00 EDT 2019,Wed Jun 26 00:00:00 EDT 2019,1,0.5,0.5,NaN,NaN,SE,3,19.7,10.9,57.0,5.5,11.1,276,1013.2,22.8,1.2,0,80.6,59.7,324.2,81.7,1.6,6.8,0.8
52.564722,-95.650833,Wed Jun 26 00:00:00 EDT 2019,Mon Jun 24 00:00:00 EDT 2019,Wed Jun 26 00:00:00 EDT 2019,Mon Jun 24 00:00:00 EDT 2019,2,3.594743982573201,2.2025660345212907,NaN,-0.7745630591780597,SW,2,19.0,8.1,49.4,18.5,25.5,300,1011.5,19.2,0.0,4,88.8,56.1,226.6,69.3,9.2,24.8,8.0
60.517166,-111.6315,Thu Jun 27 00:00:00 EDT 2019,Tue Jun 25 00:00:00 EDT 2019,Sun Jun 30 00:00:00 EDT 2019,Thu Jun 27 00:00:00 EDT 2019,5,11.509162635849785,3.9824310471015174,0.1365831783736202,1.9171283521089013,SW,2,16.4,10.7,69.0,7.6,15.2,335,1023.9,24.1,0.5,0,86.3,63.5,270.4,80.0,3.7,13.8,2.8
58.925233,-118.8062,Fri Jun 28 00:00:00 EDT 2019,Tue Jun 25 00:00:00 EDT 2019,Sat Jun 29 00:00:00 EDT 2019,Fri Jun 28 00:00:00 EDT 2019,4,1.7927178317163164,1.1045932080626484,0.14680987782477983,NaN,SE,3,22.1,11.7,51.0,11.2,20.18641026,157,1020.1,16.1,0.0,7,87.1,61.4,352.7,85.6,5.0,17.9,4.5
59.14745,-119.141483,Fri Jun 28 00:00:00 EDT 2019,Fri Jun 28 00:00:00 EDT 2019,Sat Jun 29 00:00:00 EDT 2019,Fri Jun 28 00:00:00 EDT 2019,1,1.7927178317163164,1.7927178317163164,NaN,NaN,SW,2,22.1,11.7,51.0,11.2,20.18641026,157,1020.1,16.1,0.0,7,87.1,61.4,352.7,85.6,5.0,17.9,4.5
58.913167,-118.2065,Fri Jun 28 00:00:00 EDT 2019,Wed Jun 26 00:00:00 EDT 2019,Sat Jun 29 00:00:00 EDT 2019,Fri Jun 28 00:00:00 EDT 2019,3,1.7927178317163164,1.2344576107502012,-0.5525340905043823,NaN,NE,1,22.1,11.7,51.0,11.2,20.18641026,157,1020.1,16.1,0.0,7,87.1,61.4,352.7,85.6,5.0,17.9,4.5
59.1995,-122.4549,Sat Jun 29 00:00:00 EDT 2019,Fri Jun 28 00:00:00 EDT 2019,Sat Jun 29 00:00:00 EDT 2019,Fri Jun 28 00:00:00 EDT 2019,1,0.5,0.5,NaN,NaN,NW,0,21.6,10.1,48.0,7.3,16.2,344,1017.9,48.3,0.01,1,83.9,19.9,173.6,30.9,2.6,5.6,0.6
63.90663333,-134.7082333,Sat Jun 29 00:00:00 EDT 2019,Sun Jun 23 00:00:00 EDT 2019,Mon Jul 01 00:00:00 EDT 2019,Sun Jun 23 00:00:00 EDT 2019,8,3.8394343397154254,1.9069484052146115,NaN,-0.018418285453521133,SE,3,26.0,12.0,41.8,13.0,13.0,230,1018.5,32.2,0.0,10,91.0,68.0,558.0,104.3,9.6,31.2,12.0
